claim_id,policy_id,claim_amount_requested,claim_amount_settled,settlement_time_days,claim_status,is_fraudulent
CLM-12021,POL-12257,3668.81,0.0,30,Rejected,0
CLM-12022,POL-12258,725.09,641.25,13,Approved,0
CLM-12023,POL-12258,2885.15,2155.33,25,Approved,0
CLM-12024,POL-12261,4985.68,3411.57,45,Approved,0
CLM-12025,POL-12262,1945.77,1542.97,22,Approved,0
CLM-12026,POL-12263,3066.68,0.0,36,Rejected,0
CLM-12027,POL-12263,4248.71,2638.03,6,Approved,0
CLM-12028,POL-12264,2382.84,0.0,1,Pending,0
CLM-12029,POL-12264,3518.52,3489.47,17,Approved,0
CLM-12030,POL-12266,1552.48,1208.46,33,Approved,0
CLM-12031,POL-12266,3259.33,2716.7,51,Approved,0
CLM-12032,POL-12268,2861.66,2574.27,7,Approved,0
CLM-12033,POL-12268,2160.74,2101.02,20,Approved,0
CLM-12034,POL-12270,1225.97,1043.51,39,Approved,0
CLM-12035,POL-12272,12186.93,0.0,45,Rejected,1
CLM-12036,POL-12274,1314.45,1234.62,35,Approved,0
CLM-12037,POL-12276,1522.02,942.99,5,Approved,0
CLM-12038,POL-12278,3777.66,3037.39,16,Approved,0
CLM-12039,POL-12279,1545.44,935.3,11,Approved,0
CLM-12040,POL-12279,8605.77,0.0,67,Rejected,1
CLM-12041,POL-12283,2926.91,1843.26,10,Approved,0
CLM-12042,POL-12284,4445.48,0.0,35,Rejected,0
CLM-12043,POL-12285,4589.96,3761.01,26,Approved,0
CLM-12044,POL-12286,937.45,802.27,17,Approved,0
CLM-12045,POL-12288,4213.6,3358.75,57,Approved,0
CLM-12046,POL-12289,3804.3,3299.39,36,Approved,0
CLM-12047,POL-12290,347.74,346.7,25,Approved,0
CLM-12048,POL-12291,3139.86,0.0,13,Pending,0
CLM-12049,POL-12291,2406.01,2189.08,7,Approved,0
CLM-12050,POL-12292,2791.39,1952.18,1,Approved,0
CLM-12051,POL-12294,4107.13,4044.6,38,Approved,0
CLM-12052,POL-12295,822.22,699.77,1,Approved,0
CLM-12053,POL-12296,4028.73,2693.17,2,Approved,0
CLM-12054,POL-12297,506.79,339.73,4,Approved,0
CLM-12055,POL-12301,1615.15,1358.54,44,Approved,0
CLM-12056,POL-12301,2721.7,1792.66,33,Approved,0
CLM-12057,POL-12303,3607.65,3266.13,45,Approved,0
CLM-12058,POL-12303,1616.63,1015.61,30,Approved,0
CLM-12059,POL-12303,3268.02,2718.11,11,Approved,0
CLM-12060,POL-12304,3066.53,0.0,6,Pending,0
CLM-12061,POL-12304,2601.23,0.0,27,Pending,0
CLM-12062,POL-12306,875.79,0.0,31,Rejected,0
CLM-12063,POL-12306,573.51,438.06,34,Approved,0
CLM-12064,POL-12307,1818.96,0.0,2,Pending,0
CLM-12065,POL-12308,1308.03,1054.01,21,Approved,0
CLM-12066,POL-12309,3049.98,0.0,1,Pending,0
CLM-12067,POL-12310,1809.47,0.0,14,Rejected,0
CLM-12068,POL-12310,2126.15,2045.78,24,Approved,0
CLM-12069,POL-12310,1468.53,1212.01,37,Approved,0
CLM-12070,POL-12311,1429.18,1333.62,44,Approved,0
CLM-12071,POL-12312,3936.41,0.0,57,Rejected,1
CLM-12072,POL-12313,971.25,0.0,16,Rejected,0
CLM-12073,POL-12314,1260.65,970.86,24,Approved,0
CLM-12074,POL-12314,1701.09,1364.68,42,Approved,0
CLM-12075,POL-12316,1509.28,955.62,19,Approved,0
CLM-12076,POL-12316,1022.39,938.11,23,Approved,0
CLM-12077,POL-12319,3546.18,3533.95,18,Approved,0
CLM-12078,POL-12319,3356.49,3018.39,22,Approved,0
CLM-12079,POL-12319,2845.56,0.0,12,Pending,0
CLM-12080,POL-12320,4729.07,0.0,48,Pending,0
CLM-12081,POL-12321,3735.78,0.0,47,Pending,0
CLM-12082,POL-12321,3566.38,2439.7,44,Approved,0
CLM-12083,POL-12322,4621.25,4275.55,1,Approved,0
CLM-12084,POL-12322,3994.1,0.0,43,Rejected,0
CLM-12085,POL-12323,3559.67,2839.96,21,Approved,0
CLM-12086,POL-12324,3499.69,2373.33,16,Approved,0
CLM-12087,POL-12325,2519.46,1939.82,20,Approved,0
CLM-12088,POL-12326,2466.52,0.0,8,Pending,0
CLM-12089,POL-12327,2396.68,1886.86,28,Approved,0
CLM-12090,POL-12327,1632.5,0.0,16,Pending,0
CLM-12091,POL-12327,7332.88,0.0,46,Rejected,1
CLM-12092,POL-12330,1090.09,1031.78,11,Approved,0
CLM-12093,POL-12331,281.79,0.0,5,Pending,0
CLM-12094,POL-12331,1740.34,1495.52,18,Approved,0
CLM-12095,POL-12332,954.05,673.0,22,Approved,0
CLM-12096,POL-12333,2840.24,2001.7,39,Approved,0
CLM-12097,POL-12333,12105.28,0.0,81,Rejected,1
CLM-12098,POL-12333,2284.7,0.0,1,Rejected,0
CLM-12099,POL-12334,863.36,814.12,12,Approved,0
CLM-12100,POL-12335,4212.25,3676.23,1,Approved,0
CLM-12101,POL-12337,1239.75,0.0,11,Rejected,0
CLM-12102,POL-12337,1216.41,1171.43,34,Approved,0
CLM-12103,POL-12337,1115.16,890.57,1,Approved,0
CLM-12104,POL-12340,306.85,0.0,25,Rejected,0
CLM-12105,POL-12341,3596.25,3194.72,15,Approved,0
CLM-12106,POL-12342,4131.97,0.0,38,Rejected,0
CLM-12107,POL-12345,2150.11,1715.84,46,Approved,0
CLM-12108,POL-12347,732.33,0.0,45,Pending,0
CLM-12109,POL-12347,3398.01,0.0,13,Pending,0
CLM-12110,POL-12348,1102.2,0.0,16,Rejected,0
CLM-12111,POL-12348,3187.17,3019.7,1,Approved,0
CLM-12112,POL-12350,1601.75,1049.45,26,Approved,0
CLM-12113,POL-12350,1237.53,793.11,15,Approved,0
CLM-12114,POL-12350,1789.11,0.0,55,Rejected,1
CLM-12115,POL-12351,2418.06,0.0,1,Rejected,0
CLM-12116,POL-12358,4755.59,4037.44,10,Approved,0
CLM-12117,POL-12361,1400.75,915.36,1,Approved,0
CLM-12118,POL-12362,4956.7,3386.05,49,Approved,0
CLM-12119,POL-12363,2804.86,2129.65,51,Approved,0
CLM-12120,POL-12364,746.61,578.18,16,Approved,0
CLM-12121,POL-12365,228.68,0.0,16,Pending,0
CLM-12122,POL-12366,4597.72,4439.74,34,Approved,0
CLM-12123,POL-12367,965.45,867.57,1,Approved,0
CLM-12124,POL-12369,1797.92,1501.25,29,Approved,0
CLM-12125,POL-12371,414.44,263.66,56,Approved,0
CLM-12126,POL-12371,3214.44,0.0,6,Rejected,0
CLM-12127,POL-12373,4721.71,3793.89,17,Approved,0
CLM-12128,POL-12373,9038.41,0.0,71,Rejected,1
CLM-12129,POL-12374,3800.62,2504.78,56,Approved,0
CLM-12130,POL-12374,3248.18,2782.01,34,Approved,0
CLM-12131,POL-12375,4822.1,3390.78,28,Approved,0
CLM-12132,POL-12376,2188.72,2134.51,33,Approved,0
CLM-12133,POL-12377,4414.57,2688.41,40,Approved,0
CLM-12134,POL-12378,902.85,713.67,26,Approved,0
CLM-12135,POL-12379,3161.01,0.0,14,Pending,0
CLM-12136,POL-12380,4213.08,3439.82,51,Approved,0
CLM-12137,POL-12381,4874.3,4225.4,17,Approved,0
CLM-12138,POL-12381,3696.98,0.0,35,Pending,0
CLM-12139,POL-12382,4564.56,3646.62,41,Approved,0
CLM-12140,POL-12384,4248.75,0.0,1,Rejected,0
CLM-12141,POL-12385,1366.66,1142.12,12,Approved,0
CLM-12142,POL-12385,1176.64,0.0,42,Rejected,0
CLM-12143,POL-12385,2195.1,1460.64,1,Approved,0
CLM-12144,POL-12386,4420.47,4412.75,10,Approved,0
CLM-12145,POL-12386,1737.9,0.0,32,Pending,0
CLM-12146,POL-12386,900.42,859.18,4,Approved,0
CLM-12147,POL-12387,1139.51,958.91,31,Approved,0
CLM-12148,POL-12388,4068.62,3123.91,17,Approved,0
CLM-12149,POL-12391,2778.51,2134.72,14,Approved,0
CLM-12150,POL-12392,378.4,346.8,24,Approved,0
CLM-12151,POL-12393,2739.98,0.0,71,Rejected,1
CLM-12152,POL-12396,4556.26,3343.99,28,Approved,0
CLM-12153,POL-12397,241.37,151.46,25,Approved,0
CLM-12154,POL-12398,899.97,596.61,38,Approved,0
CLM-12155,POL-12399,3195.02,2935.13,25,Approved,0
CLM-12156,POL-12401,3687.45,3182.53,17,Approved,0
CLM-12157,POL-12403,3439.16,0.0,22,Rejected,0
CLM-12158,POL-12404,3065.88,1847.54,41,Approved,0
CLM-12159,POL-12405,4650.53,3006.54,36,Approved,0
CLM-12160,POL-12405,3010.41,2744.83,15,Approved,0
CLM-12161,POL-12407,2936.5,2452.91,7,Approved,0
CLM-12162,POL-12408,348.76,0.0,23,Pending,0
CLM-12163,POL-12408,3134.28,2268.64,9,Approved,0
CLM-12164,POL-12410,4619.37,3030.64,41,Approved,0
CLM-12165,POL-12411,6055.68,0.0,81,Rejected,1
CLM-12166,POL-12412,4610.51,2785.89,1,Approved,0
CLM-12167,POL-12413,1928.25,1814.5,47,Approved,0
CLM-12168,POL-12413,564.76,521.32,1,Approved,0
CLM-12169,POL-12413,3121.49,0.0,41,Rejected,0
CLM-12170,POL-12414,966.82,945.22,33,Approved,0
CLM-12171,POL-12415,339.34,281.43,28,Approved,0
CLM-12172,POL-12417,1880.36,1195.0,22,Approved,0
CLM-12173,POL-12417,3779.2,3446.55,60,Approved,0
CLM-12174,POL-12417,2191.69,0.0,19,Pending,0
CLM-12175,POL-12418,2909.43,2900.29,35,Approved,0
CLM-12176,POL-12418,4439.37,2734.21,25,Approved,0
CLM-12177,POL-12419,4585.08,3665.83,16,Approved,0
CLM-12178,POL-12420,3860.36,0.0,16,Pending,0
CLM-12179,POL-12421,838.24,816.85,10,Approved,0
CLM-12180,POL-12424,4195.46,3098.05,1,Approved,0
CLM-12181,POL-12424,2799.31,2640.31,25,Approved,0
CLM-12182,POL-12425,2592.11,2051.27,17,Approved,0
CLM-12183,POL-12426,2668.09,0.0,1,Pending,0
CLM-12184,POL-12426,295.4,238.16,35,Approved,0
CLM-12185,POL-12427,3487.84,0.0,1,Rejected,0
CLM-12186,POL-12428,4596.86,0.0,1,Rejected,0
CLM-12187,POL-12429,4370.76,0.0,1,Pending,0
CLM-12188,POL-12429,536.27,526.25,18,Approved,0
CLM-12189,POL-12429,1603.52,1591.11,1,Approved,0
CLM-12190,POL-12430,1923.94,1590.03,24,Approved,0
CLM-12191,POL-12432,1013.62,646.88,58,Approved,0
CLM-12192,POL-12432,2292.45,2227.12,6,Approved,0
CLM-12193,POL-12434,2389.53,1657.48,34,Approved,0
CLM-12194,POL-12435,3716.31,2926.81,10,Approved,0
CLM-12195,POL-12435,1749.92,0.0,22,Rejected,0
CLM-12196,POL-12436,242.91,173.76,15,Approved,0
CLM-12197,POL-12438,3413.03,3285.85,19,Approved,0
CLM-12198,POL-12439,2895.13,2043.83,28,Approved,0
CLM-12199,POL-12440,2488.76,2141.52,27,Approved,0
CLM-12200,POL-12442,4444.11,3396.76,27,Approved,0
CLM-12201,POL-12447,6854.9,0.0,84,Rejected,1
CLM-12202,POL-12447,1197.62,1117.62,18,Approved,0
CLM-12203,POL-12448,446.94,308.38,26,Approved,0
CLM-12204,POL-12449,2620.42,1772.27,1,Approved,0
CLM-12205,POL-12450,2616.21,1845.67,1,Approved,0
CLM-12206,POL-12452,4862.03,0.0,19,Rejected,0
CLM-12207,POL-12452,1735.52,1680.94,20,Approved,0
CLM-12208,POL-12456,1573.41,1166.34,30,Approved,0
CLM-12209,POL-12457,3098.71,1979.4,44,Approved,0
CLM-12210,POL-12458,2201.9,1423.86,30,Approved,0
CLM-12211,POL-12461,3762.27,2877.39,22,Approved,0
CLM-12212,POL-12462,1061.09,0.0,1,Pending,0
CLM-12213,POL-12463,4721.67,3987.84,26,Approved,0
CLM-12214,POL-12464,4978.73,4353.28,19,Approved,0
CLM-12215,POL-12466,3330.77,0.0,2,Rejected,0
CLM-12216,POL-12468,2010.81,0.0,19,Pending,0
CLM-12217,POL-12468,2588.25,2332.99,25,Approved,0
CLM-12218,POL-12468,3323.94,0.0,8,Rejected,0
CLM-12219,POL-12469,2269.98,2202.49,13,Approved,0
CLM-12220,POL-12469,485.58,377.38,33,Approved,0
CLM-12221,POL-12469,4318.92,2870.76,17,Approved,0
CLM-12222,POL-12470,2148.5,0.0,47,Rejected,0
CLM-12223,POL-12473,2459.38,0.0,28,Rejected,0
CLM-12224,POL-12474,4899.92,4470.46,17,Approved,0
CLM-12225,POL-12477,2418.31,2375.53,19,Approved,0
CLM-12226,POL-12477,4923.67,3173.66,26,Approved,0
CLM-12227,POL-12478,2530.42,1541.55,25,Approved,0
CLM-12228,POL-12478,3446.67,2842.68,18,Approved,0
CLM-12229,POL-12478,1535.19,0.0,42,Rejected,0
CLM-12230,POL-12479,3372.01,3298.72,48,Approved,0
CLM-12231,POL-12479,1717.04,0.0,21,Pending,0
CLM-12232,POL-12479,2481.21,1553.02,5,Approved,0
CLM-12233,POL-12480,1291.46,922.2,14,Approved,0
CLM-12234,POL-12482,2786.36,0.0,7,Rejected,0
CLM-12235,POL-12484,2618.03,0.0,24,Rejected,0
CLM-12236,POL-12485,2897.55,0.0,1,Pending,0
CLM-12237,POL-12485,3081.23,0.0,59,Rejected,1
CLM-12238,POL-12485,3539.89,3321.0,36,Approved,0
CLM-12239,POL-12487,2313.34,0.0,31,Pending,0
CLM-12240,POL-12488,2727.43,0.0,1,Rejected,0
CLM-12241,POL-12488,4012.79,0.0,13,Pending,0
CLM-12242,POL-12488,1997.19,1893.68,23,Approved,0
CLM-12243,POL-12489,3522.63,2914.11,12,Approved,0
CLM-12244,POL-12490,4693.87,4688.84,22,Approved,0
CLM-12245,POL-12491,1180.23,754.99,42,Approved,0
CLM-12246,POL-12492,4557.91,2987.49,41,Approved,0
CLM-12247,POL-12494,3269.72,2463.09,1,Approved,0
CLM-12248,POL-12494,2659.28,0.0,12,Pending,0
CLM-12249,POL-12495,4602.09,0.0,10,Pending,0
CLM-12250,POL-12499,774.83,600.6,20,Approved,0
CLM-12251,POL-12499,3297.69,0.0,41,Rejected,0
CLM-12252,POL-12502,2830.62,1874.25,21,Approved,0
CLM-12253,POL-12503,6595.4,0.0,53,Rejected,1
CLM-12254,POL-12504,4982.8,3723.29,14,Approved,0
CLM-12255,POL-12505,3353.82,2758.92,21,Approved,0
CLM-12256,POL-12508,1928.87,1306.76,43,Approved,0
CLM-12257,POL-12509,4961.31,4264.6,30,Approved,0
CLM-12258,POL-12509,2677.91,0.0,17,Rejected,0
CLM-12259,POL-12510,2651.68,2593.23,22,Approved,0
CLM-12260,POL-12510,3197.11,2606.42,25,Approved,0
CLM-12261,POL-12511,1598.8,1196.15,11,Approved,0
CLM-12262,POL-12512,2593.49,2194.99,11,Approved,0
CLM-12263,POL-12515,2524.11,2475.47,34,Approved,0
CLM-12264,POL-12516,1516.68,0.0,9,Rejected,0
CLM-12265,POL-12516,4831.89,0.0,2,Pending,0
CLM-12266,POL-12518,2125.64,1888.14,11,Approved,0
CLM-12267,POL-12519,2856.73,1929.52,24,Approved,0
CLM-12268,POL-12519,2734.63,1779.8,34,Approved,0
CLM-12269,POL-12519,3387.14,2952.79,40,Approved,0
CLM-12270,POL-12522,545.69,0.0,16,Pending,0
CLM-12271,POL-12523,2440.87,0.0,40,Rejected,0
CLM-12272,POL-12524,2152.63,0.0,63,Rejected,1
CLM-12273,POL-12525,1492.27,1271.65,19,Approved,0
CLM-12274,POL-12526,789.65,503.77,19,Approved,0
CLM-12275,POL-12526,2753.85,1778.64,20,Approved,0
CLM-12276,POL-12527,446.18,0.0,42,Pending,0
CLM-12277,POL-12527,4590.99,2866.93,22,Approved,0
CLM-12278,POL-12529,4986.44,0.0,20,Pending,0
CLM-12279,POL-12529,2054.28,1551.32,13,Approved,0
CLM-12280,POL-12530,568.54,520.79,15,Approved,0
CLM-12281,POL-12531,2625.76,2256.49,44,Approved,0
CLM-12282,POL-12532,1025.47,752.97,29,Approved,0
CLM-12283,POL-12532,2149.42,1942.45,54,Approved,0
CLM-12284,POL-12534,1804.41,1365.16,4,Approved,0
CLM-12285,POL-12535,4022.16,3442.55,12,Approved,0
CLM-12286,POL-12539,3786.29,3016.63,27,Approved,0
CLM-12287,POL-12539,3733.94,3406.21,21,Approved,0
CLM-12288,POL-12540,472.29,0.0,18,Pending,0
CLM-12289,POL-12541,618.66,607.12,21,Approved,0
CLM-12290,POL-12542,4382.0,0.0,2,Pending,0
CLM-12291,POL-12542,2452.49,0.0,37,Rejected,0
CLM-12292,POL-12543,3080.57,2029.95,29,Approved,0
CLM-12293,POL-12545,4043.51,3955.14,21,Approved,0
CLM-12294,POL-12545,4553.24,4550.69,40,Approved,0
CLM-12295,POL-12546,1571.96,1176.78,11,Approved,0
CLM-12296,POL-12547,1280.32,1142.09,17,Approved,0
CLM-12297,POL-12547,4745.2,3231.87,26,Approved,0
CLM-12298,POL-12547,839.37,0.0,37,Rejected,0
CLM-12299,POL-12549,2067.35,1326.29,12,Approved,0
CLM-12300,POL-12549,2787.39,0.0,1,Pending,0
CLM-12301,POL-12553,3747.55,0.0,10,Pending,0
CLM-12302,POL-12554,3287.48,0.0,21,Pending,0
CLM-12303,POL-12556,2523.9,1840.58,13,Approved,0
CLM-12304,POL-12556,589.35,532.0,46,Approved,0
CLM-12305,POL-12556,4787.35,3981.81,1,Approved,0
CLM-12306,POL-12557,3695.84,3643.9,14,Approved,0
CLM-12307,POL-12558,3696.5,2218.92,19,Approved,0
CLM-12308,POL-12559,861.66,691.93,25,Approved,0
CLM-12309,POL-12559,1726.73,1610.0,8,Approved,0
CLM-12310,POL-12560,5020.7,0.0,52,Rejected,1
CLM-12311,POL-12561,3180.08,2487.8,21,Approved,0
CLM-12312,POL-12564,3533.05,2690.99,33,Approved,0
CLM-12313,POL-12566,4834.26,0.0,15,Pending,0
CLM-12314,POL-12566,3454.15,0.0,26,Pending,0
CLM-12315,POL-12567,2686.82,0.0,30,Pending,0
CLM-12316,POL-12567,2227.47,0.0,22,Pending,0
CLM-12317,POL-12570,2034.18,1496.97,23,Approved,0
CLM-12318,POL-12570,3936.56,2927.93,6,Approved,0
CLM-12319,POL-12570,5345.79,0.0,59,Rejected,1
CLM-12320,POL-12572,3049.19,2701.88,25,Approved,0
CLM-12321,POL-12574,642.34,438.08,11,Approved,0
CLM-12322,POL-12574,2830.1,2386.22,22,Approved,0
CLM-12323,POL-12575,4635.99,3771.62,7,Approved,0
CLM-12324,POL-12576,2042.48,0.0,20,Pending,0
CLM-12325,POL-12577,297.59,0.0,13,Rejected,0
CLM-12326,POL-12578,4887.36,3057.84,19,Approved,0
CLM-12327,POL-12580,4186.43,2844.84,9,Approved,0
CLM-12328,POL-12581,3006.31,0.0,19,Pending,0
CLM-12329,POL-12582,4830.49,3734.19,27,Approved,0
CLM-12330,POL-12584,2320.86,1999.97,33,Approved,0
CLM-12331,POL-12584,1610.14,1005.45,12,Approved,0
CLM-12332,POL-12587,13978.98,0.0,87,Rejected,1
CLM-12333,POL-12587,2105.88,0.0,90,Rejected,1
CLM-12334,POL-12587,1893.14,1625.93,29,Approved,0
CLM-12335,POL-12591,1162.24,829.86,34,Approved,0
CLM-12336,POL-12593,1382.27,0.0,9,Rejected,0
CLM-12337,POL-12595,3069.86,2711.48,25,Approved,0
CLM-12338,POL-12596,3400.06,2704.43,9,Approved,0
CLM-12339,POL-12597,2807.9,2225.8,22,Approved,0
CLM-12340,POL-12598,3699.14,2902.39,8,Approved,0
CLM-12341,POL-12602,4368.82,0.0,27,Pending,0
CLM-12342,POL-12603,2086.01,0.0,26,Rejected,0
CLM-12343,POL-12603,2879.45,1840.13,1,Approved,0
CLM-12344,POL-12604,1576.83,1526.85,45,Approved,0
CLM-12345,POL-12605,4887.0,4801.92,16,Approved,0
CLM-12346,POL-12605,4696.27,4310.54,1,Approved,0
CLM-12347,POL-12606,1588.01,0.0,32,Rejected,0
CLM-12348,POL-12608,2357.47,0.0,14,Rejected,0
CLM-12349,POL-12609,2706.09,0.0,33,Rejected,0
CLM-12350,POL-12610,1865.25,1422.91,13,Approved,0
CLM-12351,POL-12610,899.41,0.0,3,Pending,0
CLM-12352,POL-12611,2590.77,2176.64,5,Approved,0
CLM-12353,POL-12612,4456.24,0.0,1,Rejected,0
CLM-12354,POL-12613,2683.71,0.0,21,Pending,0
CLM-12355,POL-12615,3219.55,2180.29,22,Approved,0
CLM-12356,POL-12616,1806.58,1138.99,38,Approved,0
CLM-12357,POL-12617,3594.82,3331.66,29,Approved,0
CLM-12358,POL-12617,2902.77,2413.54,37,Approved,0
CLM-12359,POL-12618,1951.27,1438.9,18,Approved,0
CLM-12360,POL-12619,4572.75,4184.73,36,Approved,0
CLM-12361,POL-12619,4618.54,0.0,1,Pending,0
CLM-12362,POL-12619,3330.96,2533.93,1,Approved,0
CLM-12363,POL-12620,1894.77,1746.04,1,Approved,0
CLM-12364,POL-12621,1733.46,0.0,85,Rejected,1
CLM-12365,POL-12622,4741.16,3618.64,33,Approved,0
CLM-12366,POL-12622,4845.03,0.0,62,Rejected,0
CLM-12367,POL-12623,2852.95,2365.15,1,Approved,0
CLM-12368,POL-12624,3891.82,0.0,16,Rejected,0
CLM-12369,POL-12624,2052.62,1768.46,10,Approved,0
CLM-12370,POL-12625,1185.33,807.33,13,Approved,0
CLM-12371,POL-12626,3154.02,2373.24,29,Approved,0
CLM-12372,POL-12629,5812.14,0.0,85,Rejected,1
CLM-12373,POL-12631,3397.39,3122.23,3,Approved,0
CLM-12374,POL-12631,4151.04,0.0,1,Rejected,0
CLM-12375,POL-12631,2804.77,2449.85,7,Approved,0
CLM-12376,POL-12633,780.81,550.94,11,Approved,0
CLM-12377,POL-12633,2761.87,0.0,8,Rejected,0
CLM-12378,POL-12636,258.73,0.0,29,Pending,0
CLM-12379,POL-12637,2347.62,1945.34,28,Approved,0
CLM-12380,POL-12639,3931.49,3096.69,25,Approved,0
CLM-12381,POL-12643,3584.68,0.0,22,Rejected,0
CLM-12382,POL-12643,4350.67,0.0,16,Pending,0
CLM-12383,POL-12643,1202.8,1083.91,1,Approved,0
CLM-12384,POL-12645,2476.85,2330.65,40,Approved,0
CLM-12385,POL-12645,754.5,0.0,47,Rejected,0
CLM-12386,POL-12649,4464.79,0.0,12,Rejected,0
CLM-12387,POL-12650,3503.53,0.0,2,Rejected,0
CLM-12388,POL-12650,736.63,0.0,21,Rejected,0
CLM-12389,POL-12652,764.15,0.0,31,Pending,0
CLM-12390,POL-12652,3375.82,2027.24,54,Approved,0
CLM-12391,POL-12655,2361.78,2219.42,24,Approved,0
CLM-12392,POL-12655,3285.37,2314.38,20,Approved,0
CLM-12393,POL-12656,6676.24,0.0,89,Rejected,1
CLM-12394,POL-12657,1313.86,1082.35,20,Approved,0
CLM-12395,POL-12657,1557.38,1514.85,16,Approved,0
CLM-12396,POL-12657,3333.19,0.0,32,Rejected,0
CLM-12397,POL-12658,4733.58,0.0,19,Rejected,0
CLM-12398,POL-12658,1408.69,0.0,1,Rejected,0
CLM-12399,POL-12662,4095.58,3841.27,26,Approved,0
CLM-12400,POL-12662,3247.27,3219.27,46,Approved,0
CLM-12401,POL-12662,4489.55,0.0,24,Pending,0
CLM-12402,POL-12663,845.81,0.0,37,Rejected,0
CLM-12403,POL-12665,2787.5,0.0,20,Pending,0
CLM-12404,POL-12666,3785.45,3388.41,28,Approved,0
CLM-12405,POL-12668,1473.12,1383.56,1,Approved,0
CLM-12406,POL-12668,4654.64,3237.39,30,Approved,0
CLM-12407,POL-12672,1649.96,1441.65,40,Approved,0
CLM-12408,POL-12673,329.79,0.0,8,Rejected,0
CLM-12409,POL-12675,3059.74,2292.69,54,Approved,0
CLM-12410,POL-12676,8130.22,0.0,52,Rejected,1
CLM-12411,POL-12676,1104.72,973.86,5,Approved,0
CLM-12412,POL-12678,4684.63,3539.1,17,Approved,0
CLM-12413,POL-12678,8801.46,0.0,81,Pending,1
CLM-12414,POL-12678,3021.19,0.0,24,Pending,0
CLM-12415,POL-12681,768.15,709.59,28,Approved,0
CLM-12416,POL-12682,3411.55,3260.33,6,Approved,0
CLM-12417,POL-12683,4114.51,0.0,1,Rejected,0
CLM-12418,POL-12684,2599.66,1775.37,20,Approved,0
CLM-12419,POL-12685,4391.99,3374.42,8,Approved,0
CLM-12420,POL-12685,4237.76,3885.97,13,Approved,0
CLM-12421,POL-12686,2422.64,0.0,36,Pending,0
CLM-12422,POL-12687,4042.03,0.0,9,Pending,0
CLM-12423,POL-12689,1271.43,0.0,57,Pending,0
CLM-12424,POL-12690,2387.56,1570.47,18,Approved,0
CLM-12425,POL-12692,3540.15,2424.59,1,Approved,0
CLM-12426,POL-12693,1211.57,1026.66,21,Approved,0
CLM-12427,POL-12693,4304.79,2796.85,1,Approved,0
CLM-12428,POL-12694,4611.69,3093.42,7,Approved,0
CLM-12429,POL-12696,4543.87,0.0,36,Pending,0
CLM-12430,POL-12697,3087.62,2000.81,24,Approved,0
CLM-12431,POL-12698,3703.11,0.0,35,Rejected,0
CLM-12432,POL-12699,2285.19,1848.67,26,Approved,0
CLM-12433,POL-12700,4523.95,3390.17,29,Approved,0
CLM-12434,POL-12702,4984.35,0.0,32,Rejected,0
CLM-12435,POL-12704,3216.58,0.0,32,Pending,0
CLM-12436,POL-12705,3768.42,2836.79,8,Approved,0
CLM-12437,POL-12706,1689.54,0.0,14,Pending,0
CLM-12438,POL-12707,4205.77,3454.21,1,Approved,0
CLM-12439,POL-12708,3974.87,3744.55,23,Approved,0
CLM-12440,POL-12709,1371.3,0.0,20,Pending,0
CLM-12441,POL-12710,3975.35,0.0,38,Rejected,0
CLM-12442,POL-12710,2959.67,1904.46,37,Approved,0
CLM-12443,POL-12711,2591.8,2348.93,43,Approved,0
CLM-12444,POL-12712,1366.92,962.94,36,Approved,0
CLM-12445,POL-12714,4873.52,0.0,49,Rejected,1
CLM-12446,POL-12714,1092.83,831.59,15,Approved,0
CLM-12447,POL-12718,223.99,0.0,39,Pending,0
CLM-12448,POL-12718,1892.54,0.0,10,Pending,0
CLM-12449,POL-12719,757.06,474.36,24,Approved,0
CLM-12450,POL-12721,3707.72,3192.01,25,Approved,0
CLM-12451,POL-12721,4718.39,4665.43,42,Approved,0
CLM-12452,POL-12722,3405.33,2744.44,44,Approved,0
CLM-12453,POL-12723,1215.83,0.0,19,Rejected,0
CLM-12454,POL-12724,3981.33,3385.85,1,Approved,0
CLM-12455,POL-12725,1440.62,927.23,38,Approved,0
CLM-12456,POL-12726,4800.18,4672.34,5,Approved,0
CLM-12457,POL-12728,925.55,0.0,14,Rejected,0
CLM-12458,POL-12728,4376.76,0.0,18,Pending,0
CLM-12459,POL-12729,853.09,775.95,34,Approved,0
CLM-12460,POL-12730,1812.81,1386.67,7,Approved,0
CLM-12461,POL-12730,1420.18,0.0,30,Pending,0
CLM-12462,POL-12730,893.02,0.0,20,Rejected,0
CLM-12463,POL-12731,4277.5,3139.35,6,Approved,0
CLM-12464,POL-12733,1916.39,1204.12,37,Approved,0
CLM-12465,POL-12735,9466.96,0.0,62,Rejected,1
CLM-12466,POL-12735,3289.58,2644.12,1,Approved,0
CLM-12467,POL-12737,3678.94,0.0,62,Rejected,1
CLM-12468,POL-12737,3819.36,3459.62,31,Approved,0
CLM-12469,POL-12739,655.13,426.19,18,Approved,0
CLM-12470,POL-12744,3979.89,3859.28,21,Approved,0
CLM-12471,POL-12746,242.75,224.88,33,Approved,0
CLM-12472,POL-12748,1453.32,1018.67,20,Approved,0
CLM-12473,POL-12748,2363.47,2215.01,1,Approved,0
CLM-12474,POL-12748,4182.92,4087.37,1,Approved,0
CLM-12475,POL-12749,3671.0,3183.58,46,Approved,0
CLM-12476,POL-12752,3250.08,2090.32,12,Approved,0
