customer_id,age,gender,policy_id,policy_type,premium_amount,sales_channel,tenure_months,is_churned
CUST-12199,54,Male,POL-12199,Motor,1095.09,Online,96,0
CUST-12200,37,Male,POL-12200,Property,142.49,Direct,29,0
CUST-12201,23,Female,POL-12201,Motor,2168.26,Online,46,0
CUST-12202,36,Male,POL-12202,Health,518.27,Bank,75,0
CUST-12203,74,Female,POL-12203,Health,1592.52,Broker,46,0
CUST-12204,22,Male,POL-12204,Motor,159.93,Direct,77,1
CUST-12205,20,Female,POL-12205,Motor,1058.82,Direct,59,0
CUST-12206,18,Female,POL-12206,Property,2466.3,Broker,61,0
CUST-12207,75,Female,POL-12207,Motor,341.66,Bank,68,0
CUST-12208,55,Male,POL-12208,Health,1116.86,Online,66,0
CUST-12209,32,Female,POL-12209,Health,837.16,Direct,34,0
CUST-12210,51,Male,POL-12210,Health,2272.21,Online,107,0
CUST-12211,52,Female,POL-12211,Property,2186.42,Broker,86,0
CUST-12212,66,Male,POL-12212,Health,670.48,Online,5,1
CUST-12213,42,Male,POL-12213,Motor,294.85,Online,9,1
CUST-12214,41,Female,POL-12214,Property,1605.13,Online,20,1
CUST-12215,29,Female,POL-12215,Health,907.28,Broker,21,0
CUST-12216,35,Female,POL-12216,Motor,1713.0,Online,17,0
CUST-12217,32,Female,POL-12217,Motor,177.09,Direct,12,0
CUST-12218,61,Female,POL-12218,Property,420.16,Online,92,0
CUST-12219,33,Male,POL-12219,Motor,1747.29,Direct,82,0
CUST-12220,44,Female,POL-12220,Health,609.69,Direct,67,0
CUST-12221,25,Female,POL-12221,Health,2158.21,Online,5,1
CUST-12222,63,Male,POL-12222,Motor,240.62,Bank,60,0
CUST-12223,42,Female,POL-12223,Health,617.16,Broker,53,0
CUST-12224,34,Female,POL-12224,Motor,2496.54,Bank,52,0
CUST-12225,46,Male,POL-12225,Motor,1139.38,Online,78,0
CUST-12226,70,Female,POL-12226,Health,1787.12,Online,48,1
CUST-12227,25,Female,POL-12227,Motor,538.39,Bank,90,0
CUST-12228,32,Female,POL-12228,Health,1563.68,Direct,19,0
CUST-12229,44,Male,POL-12229,Property,1842.65,Bank,105,0
CUST-12230,63,Female,POL-12230,Health,854.74,Broker,17,0
CUST-12231,67,Male,POL-12231,Motor,2089.35,Broker,54,0
CUST-12232,69,Female,POL-12232,Motor,1548.2,Online,103,0
CUST-12233,24,Male,POL-12233,Health,1033.9,Bank,106,0
CUST-12234,20,Female,POL-12234,Property,1438.34,Bank,68,0
CUST-12235,46,Male,POL-12235,Property,1484.23,Online,106,0
CUST-12236,61,Male,POL-12236,Property,497.28,Online,35,0
CUST-12237,70,Male,POL-12237,Motor,1066.56,Direct,88,0
CUST-12238,41,Male,POL-12238,Motor,924.23,Bank,41,0
CUST-12239,75,Male,POL-12239,Health,1062.17,Direct,13,0
CUST-12240,20,Male,POL-12240,Motor,1926.67,Online,33,1
CUST-12241,37,Female,POL-12241,Motor,1258.09,Online,15,1
CUST-12242,63,Female,POL-12242,Property,2356.76,Online,63,0
CUST-12243,32,Male,POL-12243,Motor,804.82,Direct,15,0
CUST-12244,42,Male,POL-12244,Motor,1097.69,Bank,31,0
CUST-12245,47,Male,POL-12245,Motor,1988.7,Online,107,1
CUST-12246,31,Male,POL-12246,Property,1410.46,Bank,28,0
CUST-12247,24,Female,POL-12247,Health,1412.87,Broker,10,1
CUST-12248,34,Male,POL-12248,Health,228.02,Online,57,0
CUST-12249,61,Female,POL-12249,Property,1056.64,Online,71,0
CUST-12250,37,Female,POL-12250,Motor,749.76,Online,33,1
CUST-12251,53,Male,POL-12251,Health,2498.4,Bank,7,1
CUST-12252,26,Male,POL-12252,Motor,840.05,Broker,5,1
CUST-12253,55,Female,POL-12253,Motor,2222.79,Broker,90,0
CUST-12254,65,Female,POL-12254,Property,1722.96,Direct,119,0
CUST-12255,74,Male,POL-12255,Health,918.2,Broker,80,1
CUST-12256,39,Male,POL-12256,Motor,1404.48,Bank,57,1
CUST-12257,71,Male,POL-12257,Motor,2117.29,Broker,72,0
CUST-12258,70,Female,POL-12258,Health,2220.08,Direct,86,0
CUST-12259,70,Female,POL-12259,Motor,484.95,Broker,98,0
CUST-12260,19,Male,POL-12260,Motor,914.98,Online,40,1
CUST-12261,41,Female,POL-12261,Motor,904.54,Direct,28,1
CUST-12262,25,Female,POL-12262,Motor,200.91,Broker,110,0
CUST-12263,28,Male,POL-12263,Property,1535.77,Direct,36,0
CUST-12264,30,Male,POL-12264,Motor,2151.57,Direct,56,0
CUST-12265,34,Female,POL-12265,Motor,1015.78,Bank,47,0
CUST-12266,25,Female,POL-12266,Health,1876.09,Broker,71,0
CUST-12267,38,Male,POL-12267,Property,1606.48,Online,116,0
CUST-12268,35,Male,POL-12268,Motor,1001.56,Bank,40,0
CUST-12269,47,Male,POL-12269,Motor,438.54,Online,59,0
CUST-12270,35,Male,POL-12270,Motor,1802.38,Bank,43,0
CUST-12271,63,Male,POL-12271,Health,2150.96,Bank,92,0
CUST-12272,64,Female,POL-12272,Health,1746.05,Direct,66,0
CUST-12273,48,Female,POL-12273,Property,142.91,Online,9,0
CUST-12274,55,Female,POL-12274,Property,618.96,Broker,6,1
CUST-12275,49,Female,POL-12275,Health,266.75,Direct,119,0
CUST-12276,28,Male,POL-12276,Health,1468.93,Bank,65,0
CUST-12277,62,Male,POL-12277,Health,1915.55,Online,3,1
CUST-12278,42,Male,POL-12278,Motor,365.39,Online,74,0
CUST-12279,50,Female,POL-12279,Property,2112.01,Online,37,0
CUST-12280,55,Female,POL-12280,Motor,1433.22,Broker,108,0
CUST-12281,58,Female,POL-12281,Motor,1755.93,Bank,87,0
CUST-12282,25,Male,POL-12282,Health,2431.36,Direct,33,0
CUST-12283,28,Female,POL-12283,Motor,300.83,Broker,9,1
CUST-12284,39,Male,POL-12284,Health,2262.94,Bank,53,0
CUST-12285,68,Male,POL-12285,Health,402.65,Direct,77,0
CUST-12286,41,Male,POL-12286,Motor,1043.1,Online,92,0
CUST-12287,58,Male,POL-12287,Property,2143.45,Online,51,0
CUST-12288,34,Male,POL-12288,Motor,2275.01,Direct,71,0
CUST-12289,29,Male,POL-12289,Motor,1315.29,Bank,26,0
CUST-12290,74,Female,POL-12290,Health,1525.85,Online,16,0
CUST-12291,63,Male,POL-12291,Health,1799.55,Direct,40,0
CUST-12292,49,Male,POL-12292,Health,2098.62,Broker,90,0
CUST-12293,32,Female,POL-12293,Motor,391.63,Bank,51,0
CUST-12294,33,Male,POL-12294,Health,2044.17,Broker,39,0
CUST-12295,71,Female,POL-12295,Motor,1255.06,Bank,55,0
CUST-12296,39,Female,POL-12296,Property,1181.5,Direct,96,0
CUST-12297,45,Female,POL-12297,Motor,1117.36,Online,36,0
CUST-12298,37,Male,POL-12298,Health,1322.11,Bank,106,0
CUST-12299,50,Male,POL-12299,Motor,2368.12,Broker,65,0
CUST-12300,27,Female,POL-12300,Motor,1415.69,Online,113,0
CUST-12301,57,Male,POL-12301,Health,2387.63,Online,85,1
CUST-12302,49,Male,POL-12302,Property,532.7,Online,77,0
CUST-12303,67,Female,POL-12303,Health,1837.93,Online,115,1
CUST-12304,50,Female,POL-12304,Property,2049.37,Online,90,0
CUST-12305,19,Male,POL-12305,Health,1729.91,Online,45,0
CUST-12306,50,Female,POL-12306,Health,1556.61,Bank,9,0
CUST-12307,50,Female,POL-12307,Motor,1455.55,Online,37,1
CUST-12308,58,Female,POL-12308,Property,2166.23,Direct,87,0
CUST-12309,30,Male,POL-12309,Motor,2071.95,Bank,1,0
CUST-12310,47,Male,POL-12310,Property,393.49,Direct,66,0
CUST-12311,50,Male,POL-12311,Property,2136.61,Broker,63,1
CUST-12312,30,Female,POL-12312,Property,1093.76,Direct,43,0
CUST-12313,69,Male,POL-12313,Health,708.87,Broker,28,0
CUST-12314,43,Female,POL-12314,Health,2187.44,Broker,100,1
CUST-12315,39,Male,POL-12315,Health,1136.86,Broker,31,1
CUST-12316,56,Male,POL-12316,Motor,2040.08,Broker,105,0
CUST-12317,19,Female,POL-12317,Health,732.17,Online,69,1
CUST-12318,55,Male,POL-12318,Motor,109.43,Broker,101,0
CUST-12319,56,Female,POL-12319,Health,1289.1,Broker,89,0
CUST-12320,43,Male,POL-12320,Motor,340.55,Broker,8,1
CUST-12321,63,Male,POL-12321,Motor,1910.5,Broker,34,0
CUST-12322,75,Female,POL-12322,Motor,762.58,Broker,103,0
CUST-12323,67,Female,POL-12323,Motor,1164.75,Online,49,0
CUST-12324,32,Female,POL-12324,Health,308.88,Bank,96,0
CUST-12325,51,Male,POL-12325,Motor,787.98,Bank,58,0
CUST-12326,59,Male,POL-12326,Health,1975.58,Bank,75,1
CUST-12327,72,Male,POL-12327,Motor,463.81,Broker,47,0
CUST-12328,61,Female,POL-12328,Health,1653.18,Broker,25,0
CUST-12329,66,Female,POL-12329,Health,2301.82,Broker,3,0
CUST-12330,57,Female,POL-12330,Health,1731.61,Online,45,0
CUST-12331,28,Male,POL-12331,Health,2046.45,Broker,114,0
CUST-12332,20,Male,POL-12332,Motor,361.53,Online,52,1
CUST-12333,23,Female,POL-12333,Health,701.76,Broker,96,0
CUST-12334,26,Male,POL-12334,Motor,2246.89,Broker,116,1
CUST-12335,23,Female,POL-12335,Health,1816.25,Bank,99,0
CUST-12336,26,Male,POL-12336,Health,1634.93,Online,96,0
CUST-12337,56,Male,POL-12337,Motor,1693.04,Bank,34,0
CUST-12338,48,Female,POL-12338,Health,1094.08,Online,101,0
CUST-12339,49,Male,POL-12339,Health,206.94,Bank,116,0
CUST-12340,58,Male,POL-12340,Motor,1982.66,Online,69,0
CUST-12341,67,Female,POL-12341,Motor,1728.91,Bank,109,0
CUST-12342,29,Female,POL-12342,Motor,1234.73,Broker,92,0
CUST-12343,25,Male,POL-12343,Property,2259.42,Online,92,0
CUST-12344,25,Female,POL-12344,Health,906.78,Online,8,1
CUST-12345,67,Male,POL-12345,Motor,806.37,Direct,27,1
CUST-12346,45,Female,POL-12346,Motor,2194.71,Bank,80,0
CUST-12347,37,Male,POL-12347,Health,2012.77,Bank,63,0
CUST-12348,64,Male,POL-12348,Property,1335.95,Direct,82,0
CUST-12349,24,Female,POL-12349,Motor,413.76,Direct,25,0
CUST-12350,28,Male,POL-12350,Motor,616.17,Direct,58,0
CUST-12351,37,Male,POL-12351,Property,1674.95,Bank,48,1
CUST-12352,33,Female,POL-12352,Motor,1024.1,Online,1,1
CUST-12353,21,Female,POL-12353,Motor,2107.54,Broker,8,0
CUST-12354,23,Male,POL-12354,Property,2379.89,Online,21,1
CUST-12355,75,Female,POL-12355,Health,2033.53,Broker,98,0
CUST-12356,39,Female,POL-12356,Motor,1006.11,Online,88,0
CUST-12357,43,Male,POL-12357,Motor,1992.85,Direct,101,1
CUST-12358,20,Male,POL-12358,Motor,943.46,Direct,90,1
CUST-12359,58,Female,POL-12359,Motor,501.04,Online,111,0
CUST-12360,59,Female,POL-12360,Property,180.14,Broker,78,0
CUST-12361,31,Female,POL-12361,Motor,1025.72,Broker,29,0
CUST-12362,28,Male,POL-12362,Health,2268.54,Direct,30,0
CUST-12363,35,Male,POL-12363,Property,673.57,Broker,3,0
CUST-12364,71,Male,POL-12364,Motor,595.63,Direct,7,1
CUST-12365,29,Male,POL-12365,Motor,2427.57,Bank,100,0
CUST-12366,40,Male,POL-12366,Health,160.01,Bank,11,1
CUST-12367,29,Male,POL-12367,Property,1985.88,Bank,32,1
CUST-12368,30,Male,POL-12368,Property,871.29,Bank,59,0
CUST-12369,42,Female,POL-12369,Motor,189.97,Direct,12,0
CUST-12370,62,Female,POL-12370,Health,2302.73,Broker,79,0
CUST-12371,68,Male,POL-12371,Health,435.14,Broker,38,0
CUST-12372,75,Male,POL-12372,Property,1424.27,Bank,24,0
CUST-12373,36,Male,POL-12373,Motor,757.73,Online,65,0
CUST-12374,72,Female,POL-12374,Health,256.46,Broker,18,0
CUST-12375,63,Male,POL-12375,Property,219.81,Direct,46,1
CUST-12376,53,Female,POL-12376,Motor,377.34,Online,56,1
CUST-12377,62,Female,POL-12377,Health,271.28,Online,63,0
CUST-12378,25,Female,POL-12378,Motor,1925.34,Bank,7,0
CUST-12379,46,Female,POL-12379,Motor,1265.36,Direct,106,0
CUST-12380,72,Female,POL-12380,Motor,922.94,Bank,105,0
CUST-12381,70,Male,POL-12381,Property,1104.09,Direct,66,0
CUST-12382,72,Male,POL-12382,Motor,2329.47,Online,40,0
CUST-12383,49,Female,POL-12383,Health,2285.8,Bank,54,0
CUST-12384,68,Male,POL-12384,Health,1817.62,Bank,31,0
CUST-12385,61,Female,POL-12385,Motor,2223.24,Broker,97,0
CUST-12386,35,Female,POL-12386,Health,867.16,Broker,52,0
CUST-12387,23,Male,POL-12387,Health,1014.66,Direct,94,1
CUST-12388,35,Male,POL-12388,Property,1572.91,Direct,31,1
CUST-12389,36,Male,POL-12389,Health,1596.7,Online,34,0
CUST-12390,39,Male,POL-12390,Health,1256.08,Bank,7,0
CUST-12391,54,Male,POL-12391,Motor,1061.58,Broker,89,0
CUST-12392,49,Female,POL-12392,Property,2466.83,Direct,16,0
CUST-12393,73,Male,POL-12393,Motor,2070.7,Broker,22,0
CUST-12394,58,Male,POL-12394,Health,1143.95,Bank,100,0
CUST-12395,20,Male,POL-12395,Motor,1845.5,Bank,53,0
CUST-12396,45,Female,POL-12396,Property,746.95,Direct,91,0
CUST-12397,27,Male,POL-12397,Health,340.41,Broker,17,0
CUST-12398,68,Female,POL-12398,Health,945.83,Online,4,1
CUST-12399,52,Male,POL-12399,Motor,1067.13,Online,61,1
CUST-12400,46,Male,POL-12400,Motor,139.69,Direct,99,0
CUST-12401,71,Female,POL-12401,Health,2055.5,Bank,105,0
CUST-12402,32,Male,POL-12402,Health,962.06,Bank,86,0
CUST-12403,50,Male,POL-12403,Motor,1493.0,Online,111,0
CUST-12404,24,Female,POL-12404,Property,277.51,Online,52,0
CUST-12405,29,Male,POL-12405,Property,519.99,Broker,35,0
CUST-12406,66,Female,POL-12406,Motor,2235.26,Online,44,1
CUST-12407,47,Female,POL-12407,Property,1560.85,Direct,15,0
CUST-12408,38,Female,POL-12408,Health,2380.68,Direct,61,0
CUST-12409,48,Female,POL-12409,Health,2497.0,Broker,116,0
CUST-12410,75,Female,POL-12410,Motor,992.46,Broker,104,0
CUST-12411,41,Male,POL-12411,Health,817.13,Broker,44,0
CUST-12412,37,Male,POL-12412,Health,2160.05,Online,21,0
CUST-12413,54,Male,POL-12413,Motor,2496.67,Online,77,0
CUST-12414,21,Female,POL-12414,Health,1611.14,Online,47,0
CUST-12415,45,Female,POL-12415,Health,2008.34,Direct,75,0
CUST-12416,61,Female,POL-12416,Health,1976.19,Direct,49,0
CUST-12417,37,Female,POL-12417,Motor,952.82,Bank,53,1
CUST-12418,41,Male,POL-12418,Property,1478.25,Direct,120,0
CUST-12419,67,Male,POL-12419,Health,2099.34,Bank,27,0
CUST-12420,66,Female,POL-12420,Motor,1751.47,Direct,31,0
CUST-12421,68,Female,POL-12421,Motor,150.79,Online,44,0
CUST-12422,49,Male,POL-12422,Health,908.09,Broker,32,0
CUST-12423,58,Female,POL-12423,Property,446.74,Online,116,1
CUST-12424,53,Female,POL-12424,Motor,659.13,Bank,30,0
CUST-12425,75,Female,POL-12425,Health,2273.17,Bank,18,0
CUST-12426,70,Male,POL-12426,Motor,188.54,Bank,63,0
CUST-12427,51,Male,POL-12427,Health,627.52,Broker,16,0
CUST-12428,53,Female,POL-12428,Property,842.97,Online,35,1
CUST-12429,19,Male,POL-12429,Health,1580.52,Direct,62,0
CUST-12430,32,Female,POL-12430,Motor,1381.84,Online,9,0
CUST-12431,51,Female,POL-12431,Health,623.85,Broker,62,0
CUST-12432,53,Male,POL-12432,Motor,494.18,Bank,39,0
CUST-12433,23,Female,POL-12433,Motor,668.32,Bank,51,0
CUST-12434,56,Female,POL-12434,Health,1306.07,Direct,101,0
CUST-12435,59,Male,POL-12435,Health,750.83,Broker,115,0
CUST-12436,68,Female,POL-12436,Motor,2374.25,Broker,10,1
CUST-12437,68,Female,POL-12437,Property,1213.28,Online,52,1
CUST-12438,75,Female,POL-12438,Health,241.11,Direct,12,0
CUST-12439,71,Male,POL-12439,Motor,1850.24,Bank,72,0
CUST-12440,29,Female,POL-12440,Health,889.23,Online,62,1
CUST-12441,20,Male,POL-12441,Health,1668.37,Online,3,1
CUST-12442,62,Female,POL-12442,Health,771.03,Online,83,0
CUST-12443,35,Female,POL-12443,Health,1469.78,Broker,11,0
CUST-12444,57,Female,POL-12444,Health,1953.17,Bank,8,0
CUST-12445,38,Female,POL-12445,Motor,2327.22,Online,90,0
CUST-12446,32,Male,POL-12446,Property,726.71,Bank,109,0
CUST-12447,50,Male,POL-12447,Health,903.66,Online,23,0
CUST-12448,52,Female,POL-12448,Motor,1214.24,Online,119,1
CUST-12449,43,Female,POL-12449,Health,2325.22,Broker,10,0
CUST-12450,25,Female,POL-12450,Property,2263.33,Online,18,1
CUST-12451,53,Female,POL-12451,Property,315.71,Online,76,0
CUST-12452,65,Female,POL-12452,Motor,416.63,Online,39,0
CUST-12453,47,Female,POL-12453,Motor,1289.22,Online,26,1
CUST-12454,40,Female,POL-12454,Health,355.89,Broker,11,0
CUST-12455,59,Female,POL-12455,Motor,929.39,Bank,10,0
CUST-12456,61,Male,POL-12456,Property,456.12,Bank,3,0
CUST-12457,31,Male,POL-12457,Motor,1626.5,Broker,62,0
CUST-12458,31,Male,POL-12458,Motor,2378.79,Bank,71,0
CUST-12459,19,Female,POL-12459,Motor,2492.16,Broker,61,0
CUST-12460,72,Female,POL-12460,Motor,1000.58,Online,4,1
CUST-12461,54,Female,POL-12461,Health,1537.63,Direct,61,0
CUST-12462,22,Male,POL-12462,Health,2155.04,Bank,104,1
CUST-12463,55,Female,POL-12463,Motor,381.91,Broker,8,0
CUST-12464,62,Male,POL-12464,Motor,1754.95,Direct,102,0
CUST-12465,58,Female,POL-12465,Health,1081.22,Direct,13,0
CUST-12466,71,Male,POL-12466,Motor,594.75,Direct,12,0
CUST-12467,64,Male,POL-12467,Health,1066.61,Online,35,0
CUST-12468,31,Male,POL-12468,Health,282.3,Broker,102,0
CUST-12469,73,Female,POL-12469,Health,1768.98,Online,54,0
CUST-12470,56,Male,POL-12470,Property,706.58,Bank,51,0
CUST-12471,42,Female,POL-12471,Property,847.37,Bank,43,0
CUST-12472,37,Female,POL-12472,Property,390.6,Bank,100,0
CUST-12473,19,Female,POL-12473,Motor,2175.18,Direct,111,1
CUST-12474,56,Female,POL-12474,Motor,1284.27,Direct,66,0
CUST-12475,23,Female,POL-12475,Motor,1473.15,Online,15,1
CUST-12476,34,Male,POL-12476,Property,1466.64,Broker,49,0
CUST-12477,42,Female,POL-12477,Property,1085.18,Bank,34,0
CUST-12478,74,Female,POL-12478,Property,562.07,Broker,39,0
CUST-12479,45,Female,POL-12479,Motor,1888.32,Bank,26,0
CUST-12480,19,Female,POL-12480,Property,404.94,Broker,112,0
CUST-12481,52,Female,POL-12481,Motor,349.3,Bank,69,0
CUST-12482,54,Male,POL-12482,Motor,1804.35,Broker,48,0
CUST-12483,22,Male,POL-12483,Motor,601.21,Broker,89,0
CUST-12484,18,Female,POL-12484,Motor,836.25,Online,51,0
CUST-12485,57,Male,POL-12485,Health,1240.55,Broker,98,0
CUST-12486,29,Male,POL-12486,Motor,1178.44,Online,111,1
CUST-12487,73,Female,POL-12487,Health,1800.59,Online,4,1
CUST-12488,53,Male,POL-12488,Health,1596.24,Broker,98,1
CUST-12489,62,Female,POL-12489,Property,1646.55,Bank,27,0
CUST-12490,40,Male,POL-12490,Health,1813.73,Direct,119,0
CUST-12491,64,Male,POL-12491,Motor,802.27,Online,42,0
CUST-12492,48,Male,POL-12492,Property,873.6,Online,118,0
CUST-12493,28,Female,POL-12493,Property,1151.19,Online,56,1
CUST-12494,27,Male,POL-12494,Motor,837.91,Direct,93,1
CUST-12495,20,Male,POL-12495,Health,2463.85,Broker,69,0
CUST-12496,71,Female,POL-12496,Motor,2053.72,Online,18,0
CUST-12497,31,Female,POL-12497,Motor,495.17,Direct,61,0
CUST-12498,33,Male,POL-12498,Health,113.43,Direct,4,1
CUST-12499,27,Female,POL-12499,Property,202.68,Online,1,0
CUST-12500,46,Male,POL-12500,Motor,685.75,Online,50,0
CUST-12501,27,Male,POL-12501,Property,374.3,Broker,84,1
CUST-12502,29,Female,POL-12502,Property,1380.01,Direct,70,0
CUST-12503,47,Female,POL-12503,Property,2159.19,Direct,20,0
CUST-12504,58,Female,POL-12504,Motor,1868.2,Broker,20,0
CUST-12505,18,Male,POL-12505,Property,617.46,Broker,46,1
CUST-12506,22,Female,POL-12506,Motor,1058.32,Broker,27,0
CUST-12507,37,Male,POL-12507,Health,1318.95,Bank,26,0
CUST-12508,25,Female,POL-12508,Motor,2044.49,Online,32,0
CUST-12509,60,Male,POL-12509,Motor,2113.89,Broker,10,0
CUST-12510,29,Female,POL-12510,Health,2283.32,Broker,82,0
CUST-12511,18,Male,POL-12511,Motor,1322.19,Online,105,0
CUST-12512,74,Female,POL-12512,Motor,1766.26,Direct,12,0
CUST-12513,71,Male,POL-12513,Motor,368.32,Online,74,1
CUST-12514,37,Female,POL-12514,Health,1456.69,Bank,88,0
CUST-12515,45,Female,POL-12515,Motor,696.86,Online,24,0
CUST-12516,74,Male,POL-12516,Property,1136.12,Broker,117,1
CUST-12517,60,Female,POL-12517,Motor,1621.72,Online,51,0
CUST-12518,54,Male,POL-12518,Motor,716.77,Bank,38,0
CUST-12519,64,Male,POL-12519,Motor,225.24,Online,46,0
CUST-12520,54,Female,POL-12520,Health,124.56,Online,89,1
CUST-12521,29,Male,POL-12521,Motor,153.18,Direct,8,1
CUST-12522,54,Female,POL-12522,Motor,120.04,Direct,55,0
CUST-12523,66,Female,POL-12523,Property,364.85,Online,78,0
CUST-12524,66,Male,POL-12524,Health,674.77,Bank,107,1
CUST-12525,73,Female,POL-12525,Motor,630.93,Online,31,0
CUST-12526,61,Male,POL-12526,Motor,2468.31,Online,88,0
CUST-12527,73,Male,POL-12527,Property,834.41,Broker,16,0
CUST-12528,45,Female,POL-12528,Motor,405.81,Broker,20,1
CUST-12529,64,Female,POL-12529,Motor,1409.35,Online,38,0
CUST-12530,32,Male,POL-12530,Health,2159.1,Broker,111,0
CUST-12531,23,Male,POL-12531,Health,1727.34,Online,15,0
CUST-12532,61,Female,POL-12532,Health,810.6,Broker,78,0
CUST-12533,37,Female,POL-12533,Motor,1447.88,Online,117,0
CUST-12534,67,Female,POL-12534,Motor,1815.65,Bank,76,0
CUST-12535,31,Female,POL-12535,Health,1847.45,Direct,34,1
CUST-12536,19,Male,POL-12536,Motor,1699.69,Broker,72,1
CUST-12537,26,Female,POL-12537,Health,2189.95,Online,19,1
CUST-12538,54,Male,POL-12538,Health,2188.25,Bank,110,0
CUST-12539,37,Male,POL-12539,Motor,1489.45,Online,69,0
CUST-12540,43,Female,POL-12540,Property,1131.66,Broker,120,0
CUST-12541,46,Male,POL-12541,Property,1639.77,Broker,91,0
CUST-12542,18,Female,POL-12542,Health,2063.71,Direct,63,0
CUST-12543,72,Male,POL-12543,Motor,113.57,Broker,105,0
CUST-12544,52,Female,POL-12544,Motor,2480.79,Bank,77,1
CUST-12545,23,Male,POL-12545,Health,538.95,Bank,32,0
CUST-12546,54,Male,POL-12546,Motor,1228.6,Broker,95,0
CUST-12547,70,Female,POL-12547,Property,2192.87,Direct,105,0
CUST-12548,22,Female,POL-12548,Motor,640.1,Broker,110,0
CUST-12549,50,Male,POL-12549,Health,1244.31,Bank,37,0
CUST-12550,66,Male,POL-12550,Motor,418.2,Online,66,0
CUST-12551,68,Female,POL-12551,Health,1048.18,Online,7,1
CUST-12552,31,Male,POL-12552,Motor,525.13,Direct,48,0
CUST-12553,29,Female,POL-12553,Motor,972.71,Online,11,0
CUST-12554,59,Male,POL-12554,Motor,996.31,Direct,75,0
CUST-12555,37,Female,POL-12555,Property,2483.61,Direct,87,1
CUST-12556,70,Male,POL-12556,Motor,2487.55,Online,31,0
CUST-12557,67,Female,POL-12557,Property,375.49,Online,44,0
CUST-12558,41,Female,POL-12558,Property,1842.33,Broker,45,0
CUST-12559,60,Male,POL-12559,Motor,224.19,Broker,72,0
CUST-12560,51,Female,POL-12560,Health,172.46,Direct,56,0
CUST-12561,42,Male,POL-12561,Motor,352.8,Direct,32,0
CUST-12562,67,Female,POL-12562,Property,2417.17,Online,112,0
CUST-12563,46,Female,POL-12563,Health,2358.07,Bank,21,0
CUST-12564,74,Female,POL-12564,Motor,565.43,Broker,31,0
CUST-12565,56,Male,POL-12565,Motor,488.01,Broker,1,0
CUST-12566,48,Female,POL-12566,Motor,677.28,Broker,77,0
CUST-12567,73,Male,POL-12567,Property,1337.31,Online,11,0
CUST-12568,64,Female,POL-12568,Motor,1467.29,Direct,93,0
CUST-12569,60,Male,POL-12569,Health,631.82,Online,68,0
CUST-12570,67,Male,POL-12570,Motor,1915.89,Broker,36,0
CUST-12571,40,Male,POL-12571,Property,842.93,Online,79,0
CUST-12572,61,Female,POL-12572,Motor,2313.12,Bank,59,0
CUST-12573,55,Male,POL-12573,Health,1676.13,Bank,67,0
CUST-12574,37,Female,POL-12574,Health,1147.24,Bank,56,0
CUST-12575,40,Male,POL-12575,Health,1995.79,Online,51,0
CUST-12576,62,Male,POL-12576,Motor,2063.0,Bank,29,0
CUST-12577,69,Male,POL-12577,Motor,797.16,Broker,85,0
CUST-12578,33,Male,POL-12578,Motor,915.31,Broker,2,1
CUST-12579,67,Female,POL-12579,Health,2346.29,Broker,6,0
CUST-12580,59,Male,POL-12580,Motor,495.38,Online,31,1
CUST-12581,72,Male,POL-12581,Health,201.16,Bank,54,0
CUST-12582,25,Female,POL-12582,Motor,1189.73,Broker,88,1
CUST-12583,67,Male,POL-12583,Property,2022.9,Online,40,0
CUST-12584,38,Male,POL-12584,Property,1952.0,Online,17,0
CUST-12585,18,Male,POL-12585,Health,2306.87,Bank,5,1
CUST-12586,72,Male,POL-12586,Motor,1379.68,Online,2,1
CUST-12587,25,Female,POL-12587,Motor,340.16,Bank,58,1
CUST-12588,46,Female,POL-12588,Motor,1512.85,Direct,12,0
CUST-12589,49,Male,POL-12589,Motor,1968.15,Direct,5,1
CUST-12590,55,Female,POL-12590,Health,323.99,Online,106,0
CUST-12591,22,Female,POL-12591,Health,514.38,Direct,60,0
CUST-12592,64,Male,POL-12592,Property,129.5,Broker,41,0
CUST-12593,39,Female,POL-12593,Motor,1524.77,Online,20,1
CUST-12594,64,Male,POL-12594,Health,2228.16,Online,72,0
CUST-12595,51,Female,POL-12595,Health,1709.59,Online,1,0
CUST-12596,18,Female,POL-12596,Health,2456.9,Direct,56,1
CUST-12597,72,Female,POL-12597,Motor,251.28,Online,70,1
CUST-12598,72,Male,POL-12598,Health,2267.2,Direct,56,0
CUST-12599,43,Female,POL-12599,Health,2053.76,Broker,54,0
CUST-12600,60,Male,POL-12600,Health,854.18,Online,11,1
CUST-12601,27,Male,POL-12601,Property,2436.46,Broker,3,0
CUST-12602,47,Female,POL-12602,Motor,791.05,Broker,95,1
CUST-12603,67,Male,POL-12603,Motor,2234.33,Online,28,0
CUST-12604,35,Female,POL-12604,Health,2213.8,Broker,111,0
CUST-12605,34,Male,POL-12605,Health,1918.38,Bank,107,0
CUST-12606,43,Male,POL-12606,Motor,1452.33,Online,120,0
CUST-12607,25,Female,POL-12607,Health,388.01,Bank,5,1
CUST-12608,64,Female,POL-12608,Property,1376.73,Broker,90,1
CUST-12609,57,Female,POL-12609,Property,956.31,Online,16,1
CUST-12610,66,Female,POL-12610,Motor,2001.32,Direct,117,1
CUST-12611,29,Male,POL-12611,Property,1919.51,Bank,31,0
